G,age,job,X1,X2,D
M,30.394537915234846,E,2.056,0.654,N
M,28.013219264448697,F,1.934,0.667,N
F,44.20547814239836,E,-0.765,0.547,Y
M,30.128260301110515,F,0.28,-0.069,Y
F,46.570667327070645,F,-0.636,1.727,N
F,47.27451402277612,F,1.276,-0.683,Y
M,28.380342218579763,E,1.006,-0.077,N
M,30.88127375753229,E,1.771,1.333,Y
F,52.36088256947542,E,1.223,0.673,Y
M,35.47853262484422,E,1.554,0.858,N
F,44.571493528304906,F,0.404,-0.799,Y
M,32.97476388019128,F,2.266,1.793,Y
M,35.62413060037588,F,0.754,-0.249,Y
M,36.530580649843714,F,1.554,-0.944,N
M,33.71563954316876,E,-0.003,-1.355,Y
F,45.20385747415825,F,-0.11,-0.166,Y
F,46.057854901578054,E,1.29,1.81,Y
M,29.127417805303057,E,1.174,1.642,Y
M,27.14171403380083,F,1.673,-0.531,Y
M,30.233355674576654,E,0.781,0.318,Y
F,50.42178958421612,F,-0.367,-0.827,N
M,29.98435794676229,F,1.069,-1.527,N
F,43.551422890855804,F,0.886,1.02,N
F,47.82686041106154,F,-0.188,-0.894,N
M,25.063814475954196,F,1.403,-1.117,Y
F,48.793976480877326,F,-0.116,1.354,N
M,25.708436069879166,F,0.752,0.261,N
F,45.67917874517824,E,1.903,-1.503,N
M,31.910491051931295,E,1.219,-0.035,Y
F,43.47355950693289,E,-0.53,1.637,Y
M,31.34812028526538,E,0.536,-0.202,N
F,46.13226599031976,E,-0.469,-0.988,Y
M,36.626871285074294,F,1.652,-0.788,N
F,44.116642459210794,E,2.47,0.303,Y
M,24.870914992994763,E,1.002,-0.854,Y
F,44.14523971143282,F,1.661,-2.076,Y
M,33.17046191953799,E,0.199,0.807,Y
F,47.2173122623674,F,0.157,0.009,N
M,30.544705901836338,E,1.123,-0.749,N
M,29.439059178535057,F,1.216,0.931,Y
F,47.463728949845205,F,-0.142,1.523,Y
M,32.73094322177386,F,1.216,1.063,Y
F,41.82222388953429,F,-0.519,-1.064,N
M,31.999582318061858,E,0.803,0.9,Y
F,42.58458962545734,F,1.102,0.977,Y
M,30.973736553256977,E,0.361,1.491,N
F,43.96023864939678,E,-0.495,-0.954,Y
F,46.24792987873482,E,0.86,-0.119,Y
F,47.77802734026671,F,1.043,0.052,Y
M,29.586798880676493,E,1.188,-0.723,Y
F,54.78718456893279,E,-0.03,0.452,N
F,40.52645952561918,F,0.853,-0.619,Y
M,31.05347271604132,F,1.003,-0.955,Y
F,48.64266417952389,E,0.957,0.188,N
F,44.59408770890751,F,-1.592,0.306,Y
F,42.80492770806733,E,-0.891,0.448,N
F,45.362749789160965,F,2.336,0.042,Y
M,29.913229508912426,F,0.189,-0.131,N
M,24.531196547605564,F,1.048,0.418,Y
M,37.37214530446188,E,0.345,1.261,N
M,35.23121165537942,F,0.856,-0.761,Y
M,24.4241793322426,E,1.217,0.369,Y
F,38.86027209894304,F,0.221,-0.201,N
F,41.23455495992679,F,1.015,-0.494,Y
M,29.9846649964804,F,0.819,1.16,Y
F,46.33524613247193,F,-1.394,0.374,Y
F,45.108142494734295,E,0.147,-0.142,Y
F,49.810821057915945,F,1.33,0.25,N
F,44.441524677414556,F,-0.814,-0.856,Y
M,30.709613987478086,F,0.849,-0.696,N
M,32.30296962307342,F,2.767,-0.237,Y
M,30.366609804239726,E,1.064,-0.926,N
F,40.52383553081525,F,0.043,-1.727,N
F,46.001076897561894,F,-0.154,0.27,Y
F,47.77749878717259,F,-0.427,-1.407,Y
F,41.34408172172264,E,0.806,0.807,Y
M,31.76222631231379,E,1.841,0.647,Y
M,34.74473200810753,F,1.21,-0.592,N
M,27.30838646345521,F,0.897,0.112,N
M,28.121767306625877,F,1.103,0.237,N
F,41.22541003894237,F,-0.038,-1.443,N
F,47.156612463333076,E,-1.463,0.871,Y
F,44.90091090215789,E,-1.346,1.518,Y
F,44.909409955167526,E,0.066,-0.276,N
M,32.81094553906738,E,0.444,-1.297,Y
M,33.16820418898322,E,0.342,-1.23,N
M,29.5492958020203,E,1.229,0.979,Y
F,45.808538589389464,F,1.352,-0.62,Y
F,47.41985395313636,E,-1.356,0.206,Y
F,45.51586897282939,F,-0.576,1.189,N
M,29.209862375180485,E,1.208,0.67,N
M,25.253886228060992,E,1.563,0.109,Y
M,20.74295795842162,F,1.142,1.266,Y
F,47.0894430738882,E,0.334,0.191,N
M,30.41978536691841,F,1.081,-0.301,N
F,46.87751990173118,F,-1.447,0.605,Y
F,45.35590268146358,F,-0.355,0.134,Y
M,24.801994445417037,F,0.103,2.299,N
F,49.851404078559646,E,-0.149,-0.299,N
M,36.731145426238854,E,1.116,0.053,Y
M,26.585955115058514,F,1.662,1.434,Y
F,44.089270490571735,F,-0.767,0.36,Y
F,37.75372990098827,F,0.584,-1.49,Y
F,42.39285464761509,F,1.231,1.967,Y
F,46.28582793947091,E,-0.83,1.747,N
M,31.943905420629907,E,2.159,0.71,N
F,43.35778209141809,E,-1.689,0.295,Y
M,27.683416751842287,E,1.513,-0.051,Y
F,46.45833275609942,F,-0.998,-0.358,Y
F,43.65033002230105,F,1.081,0.358,Y
F,41.25476836939909,E,-0.468,-1.348,Y
F,44.65305524932229,E,-0.336,0.026,Y
F,41.31187958643562,E,-1.347,-0.766,Y
M,34.21487969857165,E,-0.696,0.633,Y
M,25.279272905876937,E,0.401,1.433,Y
M,29.246651097559297,F,1.134,0.917,Y
M,25.980298134251125,E,1.514,0.884,Y
F,41.61751609895238,F,1.845,0.752,N
M,32.20605686724469,F,-0.027,-0.124,Y
M,31.241323742804667,F,0.876,-0.369,N
F,48.933638842944646,F,-1.797,-0.828,N
F,43.87194179120108,F,-0.321,0.343,N
M,33.994255444473744,F,0.821,1.483,Y
M,30.310629799298123,E,0.152,0.837,N
F,43.16998053711348,F,-1.037,1.074,Y
F,40.90278367762539,F,-0.372,1.007,Y
M,32.58957701757403,F,0.128,-0.618,N
F,46.4694363697957,F,-1.325,-1.331,N
M,33.81443519787226,E,1.789,1.112,Y
F,44.76120217813718,E,-0.594,-0.816,Y
M,30.70643401560252,E,0.126,0.884,Y
M,30.069467718022732,E,1.311,-0.994,Y
M,29.284573920053692,E,2.201,1.0,Y
M,32.531569738286365,F,2.146,0.462,Y
M,30.816924355992374,F,0.983,-1.137,N
F,45.042427617143986,F,-0.305,0.906,N
F,41.97485195630199,F,0.996,1.126,N
F,46.93145628020636,E,0.532,-1.919,N
F,43.961863137440126,E,1.105,0.276,Y
F,43.315640097225284,F,-0.361,0.574,N
M,31.13220109336531,E,1.34,1.467,Y
M,35.28548452511092,E,0.561,1.427,Y
M,34.500151991349696,E,1.44,1.008,Y
F,43.2090489124235,F,-0.984,0.752,Y
F,42.70475461346191,F,-1.043,0.937,N
F,46.78186604989146,F,0.829,0.602,N
M,28.622410385671557,E,1.473,0.964,Y
F,44.66937581411635,E,-0.517,0.61,N
M,22.65949077860384,F,1.087,1.204,N
F,44.32297417003125,F,-0.537,0.968,Y
F,46.71839883793396,F,-0.423,-0.565,Y
F,43.300420899353504,E,0.449,1.011,Y
F,43.79746380236485,F,0.08,-0.312,N
F,45.83949911625304,F,0.329,0.333,N
M,29.540104459042368,F,-0.029,-1.903,Y
F,46.233524683767556,F,-0.055,-0.963,Y
M,29.548027120230486,F,1.279,0.265,Y
F,44.9553548141845,F,0.875,0.52,N
F,43.28828335958883,F,0.782,-1.154,N
M,32.89455929523028,E,0.474,0.736,N
M,32.42898140137767,F,0.718,1.274,N
F,45.321397459466716,F,0.077,0.188,N
F,47.55968067532544,F,0.196,-2.297,Y
F,45.001440871161286,F,0.992,0.529,N
M,29.28305678977174,F,0.265,0.001,N
F,49.053146067690506,F,-2.114,-0.602,N
M,29.76757447908791,E,1.177,-0.223,Y
F,48.38248149801665,F,0.805,1.533,N
F,47.50457205014422,E,-0.011,-0.988,Y
M,31.074249691294195,E,1.432,1.508,N
F,47.0033445250593,E,-1.099,0.74,Y
F,44.011187701368996,E,-1.496,2.389,Y
F,46.15638944789958,F,0.559,-0.312,N
M,31.020675625949007,E,0.648,0.543,N
F,44.576336928689386,F,0.004,0.029,Y
M,30.9567061637592,E,-1.242,-0.201,Y
F,39.748527463143006,F,-0.502,1.056,Y
F,45.57323856009203,F,-1.228,0.046,Y
F,44.00277471034401,F,0.905,-0.107,Y
M,26.81442756864881,F,0.766,-0.944,N
M,27.633275872140537,E,1.229,0.847,Y
F,39.571373512667094,F,-0.351,2.115,N
M,29.50287273431239,E,-0.306,-0.522,Y
F,47.725551226444864,E,0.242,0.622,Y
F,41.85160872660728,E,-0.871,-0.484,N
F,41.33739640618868,E,0.555,0.032,N
F,49.16671041642,F,-1.025,0.133,N
F,39.866674477627356,F,-0.985,-0.612,Y
M,30.568878745565183,E,0.269,1.282,Y
M,32.16887628145381,E,0.783,0.683,Y
F,45.190675403625086,F,-0.302,1.795,N
F,43.09036309745461,E,0.93,1.474,Y
F,48.316956555383484,F,-1.163,-0.028,N
M,22.862208634979112,F,2.077,0.334,N
F,44.81521618384766,F,0.46,0.05,N
F,44.63986055173744,E,0.985,-0.725,Y
F,45.27054890990829,E,0.76,-0.188,N
M,27.568605578362458,E,1.898,0.75,N
F,41.03408409599373,E,-0.391,0.308,Y
M,25.287286016131432,E,-0.059,-1.26,Y
F,45.40950037764854,F,-1.472,0.5,Y
F,45.293089884468145,E,-0.73,-0.299,Y
M,28.359352250320605,E,0.816,0.785,Y
M,27.51847842251947,E,1.583,-0.522,Y
F,41.82414702980135,F,0.754,0.413,Y
F,44.77627023607521,F,0.644,-1.423,N
M,25.13958774102668,E,0.407,0.359,Y
F,42.21355034547378,E,0.297,0.81,Y
M,27.140676222382247,F,1.532,0.667,Y
M,32.22632837327142,F,0.451,-1.476,Y
F,48.7917615515951,F,0.796,-2.3,Y
M,35.81122548892826,E,1.853,-0.535,Y
F,49.195816194501056,F,-0.966,-0.626,Y
M,29.453514387656774,E,0.34,0.061,N
F,44.604551347199184,E,-0.168,-0.92,Y
F,40.1737591053635,F,0.274,-0.38,N
F,39.27516377931118,E,-1.585,-0.025,Y
M,31.25713210946228,E,0.463,0.464,Y
F,50.53211650403164,F,0.066,-0.216,N
M,35.451381661283115,E,1.345,0.846,N
M,25.799868275941137,E,2.014,2.21,Y
M,30.603463143672528,F,1.087,-0.403,N
F,42.29610107900846,E,1.275,1.257,N
M,30.45416581768177,F,0.604,0.301,N
M,28.95382473687109,E,1.321,-0.452,Y
M,30.425991439921493,F,1.996,-2.252,Y
F,43.10834369061773,F,-0.411,0.298,Y
F,42.14251649296412,F,-0.469,-0.661,N
F,47.671653266197865,F,0.142,1.232,N
F,43.1076103723531,E,-0.078,-0.26,Y
M,28.74406123332501,E,1.452,0.699,Y
F,44.374305508835654,F,-0.547,-0.948,N
F,41.02646702519571,E,-0.188,-0.044,Y
M,28.61328591478832,E,0.592,-0.168,N
F,42.87319967982877,F,-1.873,1.778,N
F,43.21673696827533,F,-0.121,1.513,N
F,45.14558175212426,E,-0.061,1.117,Y
F,38.96952252595989,E,-0.153,-0.958,Y
F,46.45097768579421,E,1.803,0.586,Y
F,43.4310250335097,F,1.428,0.488,Y
F,46.68507728082156,F,0.453,-0.026,Y
F,45.87241098758333,E,-0.022,0.822,N
F,48.37287722120905,F,0.762,1.023,Y
F,44.400089998537545,E,-0.154,1.54,N
F,41.60819173364315,E,0.423,0.558,Y
M,32.96104968492666,E,0.118,-0.523,Y
M,33.50529647012877,E,0.599,0.883,N
F,43.858517822322696,F,1.27,0.484,Y
F,43.088656683034785,E,-0.831,0.458,Y
M,32.31103187702541,E,-0.368,0.513,Y
F,44.08431189433921,F,-0.575,-0.741,Y
F,47.913935244128325,E,0.258,-1.814,N
F,48.774717559696086,E,1.058,-1.354,Y
F,45.449109330844934,E,-0.427,0.871,Y
F,48.13161560657153,F,-0.419,1.017,N
M,33.24087492027678,F,0.578,1.001,N
M,32.472847281996714,E,1.531,-0.683,Y
M,25.20729889169347,E,1.733,-0.098,N
F,44.619030274103466,F,1.217,0.233,Y
F,44.163250427932816,E,-0.072,-0.58,N
M,28.48793818617893,F,0.331,-0.948,N
M,26.022481631778863,E,0.821,1.391,N
M,27.192017504746424,E,0.96,0.641,N
M,32.79356743733995,E,0.888,0.382,N
F,46.16403366941423,E,0.757,0.987,N
M,28.907267073522338,F,2.019,-0.473,N
M,29.65735777863226,F,1.289,-1.578,Y
F,47.64449772132518,F,-1.505,-0.647,Y
M,27.43266397081679,F,1.351,-0.904,N
M,27.351091466702158,E,1.919,0.1,N
M,34.1593043833707,E,0.347,-0.617,Y
M,28.847275578202968,E,0.661,-0.557,Y
M,36.3042239992589,E,1.467,0.648,Y
F,50.01182572383549,E,1.924,0.563,Y
M,23.344472443492442,E,1.032,0.456,N
F,36.9263310987238,F,1.759,-0.702,Y
F,41.07034417657381,F,-0.238,0.501,N
M,30.63873787811202,E,1.889,-0.783,Y
M,29.034456201300667,E,1.064,0.352,N
F,41.21922264014854,F,-1.476,-0.554,Y
F,40.010232040059684,F,-0.775,0.968,Y
F,47.68765846179123,F,0.15,-0.653,Y
F,46.0359309884837,E,0.528,-0.049,Y
M,29.994720298047074,E,-0.064,-0.399,Y
M,29.887538561938833,F,1.969,-0.077,Y
F,43.452850752410576,F,-1.534,1.203,N
F,51.104771387567645,E,-1.858,0.905,Y
F,44.169444469104704,E,-1.555,-1.54,Y
M,32.611827276429025,E,0.393,-1.521,Y
F,42.96581110038314,F,2.241,0.01,N
F,42.378531632305126,F,1.42,0.402,N
F,44.358896967914724,E,-0.228,0.495,Y
F,44.18455460580697,F,1.584,-1.97,Y
M,30.223935176766073,E,0.632,-0.99,Y
F,48.15546217987609,E,0.532,0.004,Y
M,30.82244746270685,E,1.568,-0.383,Y
F,47.92531432999804,F,-1.558,1.592,N
F,49.667761695631064,F,0.554,0.162,Y
M,24.057282495707952,E,1.217,1.124,Y
F,42.52542747274973,F,1.357,-0.346,Y
F,40.56583826300685,E,-0.7,0.759,Y
M,25.39798221302503,E,0.852,-0.256,N
F,41.35599546981701,F,-0.25,-0.11,N
M,30.305313331008,E,0.093,0.335,Y
M,30.924271289389363,E,2.351,-0.217,N
F,47.80405944242644,F,-0.055,-1.716,N
M,30.358035052362897,F,2.479,-2.237,Y
M,29.906770846756544,E,0.52,0.723,Y
F,45.879922206124476,E,0.192,0.145,Y
M,33.068778743142104,F,0.213,-0.355,N
M,25.473949568362386,F,1.253,0.791,N
F,40.56574429698837,E,-0.198,-1.04,Y
M,29.384542679495805,E,1.493,0.37,Y
F,43.30660934014325,F,0.903,1.533,Y
F,46.91089075545244,F,0.159,0.171,N
M,25.523126369301867,E,0.692,0.09,Y
M,26.92526276396832,E,0.752,-0.153,Y
M,33.2612031762319,E,0.963,0.727,Y
M,34.597554788072706,F,1.7,0.171,Y
F,45.73904807241801,F,1.298,1.243,Y
M,34.13633501984968,E,1.444,0.276,Y
M,32.40892447732048,F,0.187,-1.475,N
M,31.872593953788936,E,0.207,0.176,N
F,41.09090936382757,F,0.383,3.636,Y
F,42.12736121593929,F,1.078,-1.524,Y
F,42.58649071271267,E,0.384,-0.028,Y
F,42.463732055896884,E,0.437,-0.96,N
M,25.647374695285535,F,1.552,1.18,N
M,25.09773372498126,E,0.984,0.273,Y
F,44.473817777105864,F,0.915,-0.233,Y
F,47.40298174617889,E,-0.526,-0.683,Y
F,44.090698690981526,F,-0.801,1.047,Y
F,43.92218411850324,E,-0.515,1.199,Y
F,43.61470892776498,F,-0.805,-0.405,N
M,30.450351829195174,F,1.656,-0.747,Y
M,29.052844794799547,F,1.433,0.836,Y
M,23.357555220315017,F,-0.34,-1.064,Y
F,52.60754026551398,E,-0.932,-0.342,Y
M,31.069539281050805,F,0.684,1.355,N
F,46.14867040722199,E,-1.409,0.054,Y
F,45.9907565438925,F,0.504,-1.553,Y
M,31.34193287001688,F,1.74,-0.596,Y
F,45.578072796248804,E,-0.488,1.143,Y
F,46.27868494529529,F,1.632,0.227,N
F,53.03956791373008,E,-0.694,-0.205,Y
M,28.801043232529437,F,3.453,1.449,Y
F,44.52700412109774,F,0.676,-0.943,Y
F,42.36044684582155,F,0.436,0.25,Y
F,42.551530222660375,E,-0.025,-0.533,Y
M,33.8420558472218,F,1.551,0.92,Y
M,32.4052812568536,E,0.068,0.017,Y
F,46.00278268935986,E,0.575,-0.531,Y
M,29.471207156221713,F,2.63,-0.398,N
F,45.38910730794347,E,1.353,0.197,Y
M,28.311325767263217,F,0.012,1.257,Y
M,29.802900957237345,E,0.743,-0.15,Y
F,46.57917671448622,F,-1.021,1.752,Y
F,43.06702132213043,F,0.213,-0.571,N
M,30.72092922788512,F,1.32,-0.761,N
F,41.00510780018485,F,0.254,-0.564,Y
F,41.59327161879808,E,0.148,-2.102,Y
M,31.14077438691658,E,0.408,0.234,N
M,29.18519995861249,F,0.779,0.356,Y
M,32.47241821835743,E,-0.469,-0.213,Y
M,28.493634487528254,E,1.59,1.646,Y
M,34.12818085989775,F,1.288,0.878,N
F,47.163984642314446,E,-1.712,0.695,N
M,31.431782874148034,E,1.331,-0.893,Y
M,22.261268717888626,E,1.669,-0.517,Y
F,47.01168786490618,F,1.707,-1.07,N
F,43.12704272473981,E,-0.623,-0.615,N
F,44.5549280624429,F,-0.857,-2.553,N
M,26.462519888010082,E,1.021,0.459,Y
F,44.142257259663474,F,-0.576,-2.925,Y
M,31.06038021496664,E,1.106,-0.684,Y
M,32.85958878159349,E,0.841,-0.101,Y
F,38.07773532597442,F,0.523,-0.962,Y
M,28.765954982601944,E,1.53,-1.014,Y
F,41.155121402256384,F,-1.213,-0.076,N
F,40.357498596847414,F,0.251,1.158,Y
M,29.1309906334828,E,1.182,-0.538,N
M,32.76713970060723,E,1.732,-0.948,N
F,41.81134699575193,E,-0.643,0.969,Y
M,28.53022087496607,E,2.059,-1.367,N
F,44.409923849591806,E,-0.908,-1.271,Y
M,23.394171323882787,E,2.041,0.76,Y
M,28.228849089209344,F,-0.262,0.919,Y
F,40.73509455258056,F,1.145,-0.982,Y
M,28.84839270825412,F,0.557,-0.792,Y
M,33.72958391144277,F,-0.605,-0.952,Y
F,45.63156619882819,F,0.318,0.19,N
M,35.33328974841419,F,0.249,-0.659,N
M,26.599823207155676,E,1.456,0.284,Y
F,46.83778045736804,F,-0.5,-0.087,Y
M,30.956187601639513,F,-0.446,1.472,N
M,28.11861749768648,F,2.012,-0.116,Y
M,34.37478931154547,F,2.28,-3.179,N
M,31.03118482516687,F,0.526,1.543,N
F,40.242271797589126,F,1.548,-0.627,Y
M,28.06511596427455,E,0.637,-0.541,Y
F,45.628270240985835,F,0.508,-1.407,N
F,48.461459004118964,F,-1.341,0.002,Y
M,33.10787103558717,E,1.968,-0.961,N
M,29.784774783015067,E,1.901,0.065,Y
M,26.69312217314479,E,0.727,-0.007,Y
F,39.47554972799395,F,-0.478,-0.205,N
F,43.11567079764369,E,0.778,-0.876,Y
M,28.755612248007782,F,-0.236,0.679,N
F,47.4728545728163,E,-1.101,-0.528,N
F,45.41608868025376,E,0.026,-0.296,N
F,49.2266038881896,F,1.882,-0.681,N
M,33.83819597174359,E,1.235,0.78,Y
F,46.36921560949145,E,0.267,1.911,Y
F,47.452313468254,F,-1.309,-1.381,N
M,33.80485189762936,F,2.493,-0.049,Y
F,43.44382058685796,E,0.268,1.401,Y
F,54.5490337043696,E,-0.492,0.408,Y
M,31.905132932493053,E,2.253,0.226,Y
F,45.720148637868945,F,-0.711,-0.65,Y
F,46.66624394444356,F,0.159,-1.093,Y
M,29.520454721350323,F,0.655,-0.231,Y
F,44.18133448267922,E,-1.578,1.138,N
M,28.341277427790256,E,0.935,-0.799,Y
M,30.859231365827505,E,1.423,-0.781,Y
M,27.193519698849077,E,-0.506,2.159,N
F,42.16513189142068,F,1.746,0.087,Y
F,44.377453015484384,E,-0.979,-0.307,Y
M,30.28839218929679,F,1.28,-0.587,N
M,27.194099740839743,E,1.478,0.465,Y
F,39.0922892129683,F,-0.993,0.028,Y
M,29.759356522779974,F,1.513,0.36,Y
F,42.53153600210975,F,2.692,-1.783,N
F,46.51866570549734,E,-0.546,-0.924,N
F,45.10130831922399,F,0.404,-0.131,Y
M,27.76519559172742,F,1.241,1.242,N
F,43.53537536839463,E,-0.386,0.76,Y
M,26.28892882865168,E,2.184,1.395,Y
F,46.72193590548081,F,0.562,0.305,Y
M,25.883631629563737,F,2.065,-0.556,N
M,31.169967730215212,E,1.197,-1.06,Y
F,44.731199740061186,E,0.878,-1.543,Y
M,27.711452499266375,E,-0.311,-0.485,Y
M,27.639488538384658,E,0.072,0.676,N
M,30.793591619340027,E,-0.026,0.398,Y
F,38.28113861779424,F,-0.369,1.44,N
M,35.28849910889393,F,0.571,0.681,Y
F,42.73268519187085,F,-2.327,-1.508,Y
F,43.308728205513155,F,-0.232,-0.263,Y
M,31.130816616557773,E,1.707,0.436,Y
F,44.24251163472905,F,-0.616,-0.001,N
F,51.300287549658016,E,0.017,1.019,N
M,30.626778534634116,F,0.833,-1.038,Y
F,40.3735016755821,F,1.965,-1.605,Y
M,28.40200909961528,E,0.816,-0.085,Y
M,32.735534203411596,E,0.097,-1.349,Y
F,40.86823258172164,E,0.434,-1.899,Y
M,27.93561617892896,F,0.51,-0.735,N
F,50.38030011399156,F,-1.005,-0.107,N
M,30.696328487350762,F,0.866,0.667,Y
M,24.88468839771199,F,1.487,0.521,Y
M,28.14748618758256,E,-0.356,-0.006,Y
F,46.094700741625715,F,0.493,0.966,N
F,50.66843835565453,F,0.53,0.752,N
M,27.261892132534694,F,1.2,-0.089,Y
F,45.06142253530215,F,2.359,0.127,Y
F,44.21803526093403,E,0.102,0.827,N
F,41.891431217836946,E,0.19,-0.118,Y
F,41.05974819492722,E,-0.379,-0.709,N
M,25.569052760961398,E,1.16,0.295,Y
M,22.599048418497823,F,0.919,-0.23,N
M,27.504172195808042,E,0.101,-1.043,N
M,29.405878015186396,E,1.376,1.299,N
F,44.92376387423217,E,-0.151,0.543,N
M,26.086883050658574,E,0.237,0.474,N
M,31.405610505774334,E,1.156,0.806,Y
M,34.57422096023201,E,-0.156,1.585,N
M,28.013856179061847,E,1.515,-0.015,N
F,45.211125464105514,F,-0.092,-1.96,Y
M,32.16905604050428,E,1.895,0.061,Y
F,50.858773858739085,E,-0.77,-0.822,Y
F,50.001746827226505,E,0.374,0.206,Y
F,45.298480564374124,F,-0.616,-0.335,N
M,27.89140738800635,E,0.524,-0.72,N
F,47.10621875851874,E,-0.728,-1.015,Y
M,31.6824543052333,E,0.916,1.257,Y
F,41.67705397180652,F,0.778,1.733,N
F,43.32741270241027,F,0.442,2.707,Y
M,23.741872142827035,E,1.972,0.534,N
M,29.703850798926723,F,0.712,-2.015,N
F,43.24902106409511,E,-0.196,1.385,N
M,30.498887104499108,E,1.347,-0.859,Y
M,31.174585188812564,E,0.437,0.66,N
M,31.43453779442739,E,-0.101,-0.422,N
F,48.593023209176245,E,0.608,-0.011,Y
M,31.305248399828024,E,1.82,-0.646,Y
M,30.235927466133116,F,0.718,0.956,Y
F,49.6578028877965,E,-0.173,0.579,Y
M,29.834962440892653,E,2.445,0.062,Y
F,43.94569198634572,F,0.924,0.323,N
F,44.288573049799076,F,1.091,1.069,N
M,28.36216461963036,F,0.889,-1.262,Y
M,26.690250139831896,E,0.318,-0.235,N
M,33.11441923162418,E,-0.072,-0.242,Y
F,44.685531209108106,F,-0.005,-1.338,N
M,35.5082730422634,E,2.309,0.954,N
F,48.57763400164794,F,2.063,0.538,N
M,34.94285182825281,E,-0.314,-0.186,N
M,26.647329205638155,F,1.914,-0.816,N
M,35.27129711876831,E,0.238,1.243,N
M,25.32305471001658,E,1.225,-1.795,N
M,23.97342455365325,F,0.003,-0.092,Y
M,31.12347238598582,F,0.536,-1.443,Y
M,27.644974673215653,E,0.921,0.143,N
M,30.413233580506166,E,1.445,0.029,Y
F,47.936923787818316,F,1.215,-0.749,Y
M,29.654508360921003,E,1.204,-1.003,N
F,46.1318763202829,E,0.796,0.719,Y
M,30.196233437327503,F,1.248,-0.964,N
F,47.953976663727786,F,-1.108,1.149,Y
F,40.820287184107215,E,2.021,0.704,N
M,29.403010378536454,E,1.701,1.01,Y
F,46.72344946737987,E,0.565,-1.302,Y
M,33.77769906183919,E,1.424,1.71,N
M,30.365394785435996,F,1.37,-0.264,N
F,44.95045295107968,E,-0.812,-1.358,Y
F,45.25873342985096,E,0.657,-1.504,Y
M,30.989215548025925,F,-0.295,-1.027,N
F,43.36326928864461,E,-0.689,-0.621,Y
F,41.99795209579561,E,0.335,0.183,Y
F,43.415954045965634,F,-0.001,-0.386,Y
F,46.132711386043724,F,0.827,0.407,N
F,42.81276393501998,F,-1.98,0.471,N
F,47.2408139172659,F,-0.683,-0.424,Y
F,48.83161253731254,E,0.797,-0.18,Y
F,43.1533219199918,F,-0.281,0.753,Y
F,44.67641403051198,E,0.051,0.886,Y
M,28.725092012973953,E,1.123,0.27,N
F,44.754702927899125,F,-0.712,1.412,N
M,29.647007838249113,E,-0.399,2.372,N
F,46.76177682945696,E,0.563,-0.919,Y
M,32.06693427432993,F,0.568,-0.931,Y
F,45.37161628566802,E,-0.401,0.303,N
M,26.12116450991981,E,0.831,0.99,Y
F,45.899948146958025,F,1.017,1.229,N
M,28.943185203581177,F,0.428,0.409,Y
M,27.142967900085356,E,0.197,-0.835,Y
M,31.206746500684222,E,1.009,0.542,Y
F,44.83530990025015,E,1.02,-0.554,N
M,34.29762910881228,E,1.157,0.103,Y
F,45.759572036732635,E,1.141,0.364,Y
F,43.38616204329882,F,-1.581,-2.914,N
M,34.43980253747909,F,0.739,-1.198,Y
M,33.19358769899983,E,0.89,1.727,Y
M,28.519406675914897,F,-0.633,1.055,N
F,44.398171460707694,F,1.054,0.996,Y
F,45.719643069453745,F,1.627,-1.448,Y
F,46.04251059185949,F,-1.704,-2.2,Y
F,49.15502667447753,F,-1.288,0.475,Y
F,46.121105525485305,F,1.04,-0.301,N
M,35.29897107765111,E,2.584,2.593,Y
F,43.54568266406646,E,0.17,0.179,Y
M,30.306328530443906,F,0.634,-0.904,N
M,32.84987090554423,E,1.767,0.722,Y
M,28.0617358638219,E,1.315,0.548,Y
M,31.773274820823904,F,1.153,0.809,N
F,50.556300431465935,F,-0.484,0.283,N
F,47.166095834268354,E,0.915,1.63,Y
F,44.409039169737014,F,-0.511,-0.929,N
M,28.702525831970874,E,0.266,0.776,Y
F,40.432488508197515,E,0.806,1.787,N
F,44.83474412158362,F,-0.508,-1.725,N
F,52.09937602017654,E,0.033,-2.602,Y
M,30.568772440958952,F,-0.117,0.512,Y
F,47.38708490540441,F,-0.44,3.25,N
M,33.74921100300446,E,0.2,-0.519,Y
F,45.89915209522908,F,0.254,-1.042,Y
M,28.70112401832856,E,0.532,0.032,Y
M,31.380127110638785,E,0.189,0.429,Y
F,48.98159153024931,E,0.264,0.898,N
M,29.030997999063132,E,0.907,1.335,N
F,47.228729691226214,F,0.149,0.312,N
M,31.519743376396136,E,1.635,-0.394,Y
M,29.454291679599816,F,0.839,2.063,Y
F,41.65940770634421,E,0.111,-1.43,N
F,48.22817895964055,F,-0.455,-1.316,N
M,32.93072081952544,E,1.064,-0.024,N
F,45.59822562445399,F,-0.392,-0.729,N
M,28.791370955415587,E,0.436,-0.366,N
F,40.3143078438339,E,-0.013,1.403,Y
M,33.91475116585256,F,0.751,0.126,Y
M,25.015467005770077,E,0.926,-0.087,Y
M,27.210535307899878,E,0.841,1.67,N
M,35.449463325583395,E,0.65,0.615,Y
M,28.211791116703296,E,1.42,2.151,Y
M,29.79120587795176,E,1.794,-0.086,Y
M,26.305874384047367,E,-0.497,0.582,N
M,27.9038974376817,F,1.449,-1.26,Y
F,47.44206444206273,E,0.177,0.037,N
