G,age,job,X1,X2,D
M,25.226533262143597,F,1.799,-0.058,Y
F,47.66579406283042,E,-0.429,1.36,N
F,46.32619866587822,E,1.684,-1.16,Y
M,30.059579612819284,E,1.111,0.971,N
F,48.65004807755339,E,-1.38,2.109,N
M,32.992632170824926,E,0.984,-1.784,N
M,22.6391003834907,E,0.356,-1.593,N
F,55.089432026049266,E,-1.494,0.477,Y
F,42.42993418349769,F,0.377,0.714,N
F,50.19944003006475,F,0.187,-0.297,N
M,35.23908523993707,E,1.721,-1.0,Y
M,27.32375034406744,E,0.655,-1.449,Y
M,30.56436232540691,E,0.733,2.02,Y
M,23.36528510445844,E,1.045,-0.483,N
M,32.62272219104432,E,0.787,-2.337,N
F,51.17798636582438,F,0.231,-0.589,N
M,27.549992313845443,F,1.247,1.7,Y
F,48.60437762178256,F,0.682,0.008,Y
M,33.06425710406197,F,1.522,-1.057,N
F,44.23370229500032,E,0.244,-0.168,Y
F,49.407948937356345,F,0.206,0.778,Y
F,45.459809797453374,F,1.623,0.658,Y
F,50.43316108604452,F,-0.438,0.015,Y
F,45.14325445855449,E,-1.027,-1.656,Y
M,29.986655578720246,E,-0.043,0.803,Y
M,25.696562869060145,F,0.168,-1.063,Y
M,28.417856410811673,E,1.129,0.799,Y
F,42.25503790875507,F,-1.008,2.185,N
F,42.03976661481286,E,1.259,0.535,N
F,43.880423321959896,F,-0.139,1.684,Y
M,34.88351774989102,F,1.336,-0.654,N
F,45.482941741990345,E,-0.277,0.909,Y
M,36.10168590557211,E,1.357,-0.676,N
F,47.791982252290474,E,-0.026,1.917,N
M,33.37329213706526,F,0.922,-0.066,Y
F,47.27219826088517,F,0.359,1.38,Y
M,29.681879722913944,F,0.892,-0.554,N
M,28.193660290605376,E,0.915,0.236,Y
M,29.061114902534435,F,0.801,-0.188,N
M,26.55960084207822,E,1.102,1.06,N
M,30.459579869532284,F,0.8,-0.259,Y
M,33.740217822993735,E,1.736,0.42,Y
M,28.08247675274577,E,0.944,-1.2,Y
F,43.25609191687606,E,-1.166,0.58,N
F,49.135774458931884,E,2.256,-1.416,N
M,32.64975821343658,E,2.427,1.734,N
F,43.09850842440062,E,0.261,-1.111,Y
M,26.957795464899824,F,1.466,0.072,Y
M,33.44018138388643,F,0.979,-0.01,Y
M,25.312363625433136,F,-1.147,-0.62,Y
F,51.39804757333771,F,1.254,0.169,N
F,46.94907401192843,F,0.573,1.243,N
F,46.84871283242808,F,-0.004,1.443,Y
M,30.527052675690907,F,0.704,-0.109,N
F,46.573634591074054,F,0.604,0.192,Y
F,44.4353555854182,E,1.54,1.831,Y
F,47.384456911558196,E,0.993,-0.696,Y
M,22.352793484967123,E,0.622,0.155,Y
F,49.29271058048824,E,0.72,1.069,N
F,43.37869120143997,F,-0.252,0.21,N
M,37.01129302152302,E,1.08,-0.332,Y
M,32.570199323669904,F,1.22,-1.273,N
M,33.27746647023784,E,0.862,0.602,Y
F,45.037103682613775,F,-0.787,0.671,Y
F,42.641961687358815,F,-0.961,0.281,N
M,24.30400269607729,E,1.229,-0.593,Y
F,46.877001560112824,F,1.31,0.914,N
F,48.357544881197924,F,-1.264,0.038,Y
F,45.430873180582694,F,1.386,-0.026,N
M,31.87933343639486,E,2.288,-0.888,Y
F,44.236757961446045,E,-0.367,1.087,N
F,47.75265315904692,F,0.405,-0.256,Y
F,46.92609319197861,F,1.752,1.34,Y
F,47.67318600444521,F,1.645,0.862,Y
F,45.77571990897906,E,0.74,0.909,Y
F,42.54358687846547,E,-0.837,0.377,N
M,31.482823949434398,E,2.332,-0.054,Y
M,29.06213205000409,F,2.01,-1.159,N
M,29.34790039518559,F,3.16,-0.194,N
F,46.032016419963206,F,-1.218,0.973,N
M,30.686907909064132,F,0.418,-0.971,N
M,33.74198424043814,F,0.906,1.343,N
F,45.89216873127621,E,0.354,-1.134,Y
M,37.33943889946594,E,1.477,-0.789,Y
M,29.50856425744698,F,0.776,-1.981,Y
M,30.570943365099122,F,1.692,1.428,Y
F,50.61435113105371,E,0.309,-0.344,Y
F,50.42692911400755,F,-0.177,1.205,N
M,33.90444630504576,E,1.06,0.967,Y
F,42.34547644797296,F,-0.649,-0.408,Y
F,46.248628450695605,F,0.37,-1.292,Y
F,41.06455917944987,F,-2.104,-0.64,N
M,32.25902952852534,E,0.98,-1.343,Y
M,30.409663997515004,E,0.385,-0.544,Y
M,24.632517342853838,F,1.425,-0.054,Y
F,41.919758029513865,F,-1.983,0.112,Y
F,47.99723199714757,E,0.231,-0.497,N
F,45.22205534402421,F,-1.305,0.053,Y
F,46.90474446195714,F,-0.325,-1.019,Y
M,31.0700836710122,E,1.147,0.049,Y
F,43.377967094828165,F,-1.322,2.063,Y
F,42.04444020276364,F,-0.199,0.932,Y
F,44.16313256604339,F,0.932,1.452,Y
M,31.737329926876708,E,2.135,0.573,Y
F,46.0016891811584,F,-0.095,-0.419,N
M,33.465902272512245,E,0.796,-0.329,Y
F,44.390671752177425,F,0.622,-1.151,Y
M,33.526232769954724,F,0.969,-0.881,N
M,34.521607020644154,E,1.672,0.294,N
M,31.781744170547526,F,2.279,0.766,Y
M,27.252803795697677,E,1.073,2.137,N
F,48.238720550315854,F,0.857,0.073,N
F,42.66281442345486,F,-1.053,-1.63,Y
F,37.130105271232054,E,1.965,0.178,N
F,45.514256880638705,E,-1.957,0.852,Y
F,44.727349111328444,F,-0.435,0.49,N
M,37.0341611624257,E,1.46,0.567,N
M,28.420393307851143,F,0.352,0.238,N
F,45.525596394459605,E,1.109,0.081,Y
F,44.04513882828968,F,-0.94,-0.604,N
M,33.97091285510888,E,1.578,-0.544,Y
M,30.861875961646145,E,1.7,-1.231,Y
F,43.70009300690464,E,-0.185,-1.495,N
M,23.55399954522732,F,1.345,1.411,Y
M,31.461074160016224,F,1.231,0.488,N
F,42.02358294560632,F,-0.634,-1.906,Y
M,28.749273953078493,E,0.927,0.328,Y
M,26.861736833603445,E,0.481,-0.397,N
F,45.51804518179855,F,0.169,0.262,N
M,31.131622783308835,F,0.892,0.791,Y
M,28.63304342447408,F,-0.128,-1.784,Y
F,42.6324269718546,F,0.231,1.499,Y
F,49.52955648097822,E,-2.176,-0.239,Y
M,31.389819347466258,E,1.325,3.053,N
M,33.90811601375264,E,1.732,0.35,Y
F,47.01050084199354,E,1.194,-1.435,N
M,25.947019114687983,E,1.911,1.008,Y
M,31.129917526569848,F,1.401,0.421,Y
M,24.863826120641285,F,1.032,0.6,Y
F,41.12998336555706,F,0.497,0.12,Y
M,30.55759038098956,E,0.425,-0.585,Y
M,32.2829460842282,F,1.678,0.351,N
M,26.30753609161357,F,0.982,-0.859,N
M,31.053048581028296,E,1.745,-1.071,N
M,33.44003160105631,F,1.084,1.969,N
F,41.71886627781461,F,1.052,-0.006,N
F,43.31565237038312,F,-1.815,-0.79,Y
F,50.93141686293539,E,0.773,0.959,N
M,34.779939957140854,E,0.074,1.964,Y
M,25.934364919883638,E,0.357,-0.429,Y
F,48.62091238307785,E,0.54,0.545,Y
F,41.531936438988296,F,-0.368,1.217,Y
F,48.50203985392167,E,-3.244,1.498,N
M,28.000902275536856,F,1.113,-0.344,Y
M,34.806366442935754,E,0.563,0.385,N
M,28.39817158428237,F,0.626,1.122,N
M,26.72121262902034,E,2.436,0.627,Y
M,29.935673664925314,F,0.896,-2.351,Y
F,40.7656234848965,F,1.398,-1.354,Y
F,41.11698481555101,E,1.42,-0.043,Y
M,26.582169647040956,F,1.371,1.042,Y
M,31.224386444739363,E,1.535,-0.281,Y
M,28.893859721046198,F,0.222,0.443,Y
M,37.31038795785634,E,1.808,-1.348,Y
M,31.940614102611942,E,1.605,-0.943,N
M,26.813035009996618,F,1.84,-0.01,Y
M,27.21135324467568,F,0.737,0.955,N
F,47.62748735426772,F,0.198,0.284,Y
F,44.16423439628972,E,-0.529,-0.025,N
M,27.196411373085525,E,0.726,0.447,N
M,29.31916135382243,E,1.572,-1.042,Y
F,44.235361525164656,F,-1.31,1.826,N
F,38.2042033738397,F,0.29,-0.186,N
M,27.723425653166345,F,0.541,-0.992,N
M,30.214904523424075,E,1.24,0.477,Y
M,29.18331120545014,E,2.63,-0.107,Y
F,42.46317273563226,F,-1.936,0.524,N
F,47.968801332830715,E,1.729,0.101,Y
M,26.942894690346893,E,2.068,0.437,Y
F,52.00728162080047,F,-0.293,0.424,N
F,48.05758684507079,E,0.354,0.612,N
F,43.03307656463422,F,1.963,0.669,Y
F,35.7689190888446,F,-0.644,1.003,N
M,32.39362157967816,F,0.705,-0.312,Y
M,28.770754056495104,E,1.78,-0.021,Y
M,26.876637525847983,E,1.232,1.826,N
M,25.725532098951152,E,0.995,-0.446,N
M,34.294298529214835,E,1.346,-0.046,Y
F,43.69328074152491,E,-0.567,-0.701,Y
F,43.75444944854906,F,1.621,-0.185,N
F,48.43665552859517,E,-0.436,0.554,N
F,48.35652908501215,E,0.376,2.145,Y
M,28.9698317279731,F,0.37,-0.19,N
F,46.58524856828802,F,0.523,-0.331,N
F,42.0228262699426,F,-0.687,-1.052,Y
M,32.73196005709418,F,1.576,0.539,Y
M,29.49601156159977,E,1.871,0.783,N
F,42.32840751260017,E,-0.781,0.373,N
F,46.61840185389548,F,0.001,-0.137,Y
M,29.732158075743953,F,0.398,-1.077,N
M,29.032518296172327,E,1.333,-0.44,Y
F,43.396360275388496,F,-0.333,0.992,Y
M,28.37727931621638,E,0.753,-0.056,Y
M,30.230486163797163,E,1.182,-2.547,Y
M,29.957234302166633,F,0.167,1.16,Y
M,26.708828046852584,E,0.661,-0.765,N
M,30.59995001646127,E,0.761,1.201,Y
M,32.70235365804544,E,1.603,-0.061,N
F,43.25694576379647,E,0.852,-0.006,Y
F,51.329787770768384,F,-0.183,-0.745,N
F,51.94527985369624,E,-0.367,0.65,Y
F,47.14593791077683,E,0.428,0.247,Y
M,32.091553087365746,F,0.199,0.351,Y
F,46.026392362457294,F,0.629,-0.886,Y
F,47.270773928374545,F,-0.188,-0.64,Y
F,46.75540139392736,F,0.116,0.883,Y
M,30.216930864744853,F,2.533,1.169,Y
M,30.497704722002744,E,1.617,1.755,Y
M,36.57227075566844,F,2.015,-1.061,N
M,31.78966906680072,F,1.903,0.616,N
M,37.38203211281163,E,0.929,0.251,Y
M,31.20032966132272,F,0.627,1.289,Y
M,26.442936882987834,E,0.887,-0.504,Y
M,27.97165907905041,E,1.93,-0.545,Y
M,36.74547815794326,F,0.987,1.384,Y
F,41.78247050486643,F,0.528,0.367,N
M,31.169092795829496,F,1.972,0.24,Y
M,34.25774241802776,F,0.392,0.466,Y
F,46.5027231952587,F,0.015,0.414,N
M,34.724389582928644,E,0.898,-1.26,Y
F,46.4365878097416,F,0.665,-0.863,N
M,25.342657596877817,F,0.401,-0.26,N
F,43.51278206780653,E,1.1,-1.312,Y
F,43.79867383744456,F,0.417,2.508,Y
F,44.80806258032555,F,-0.018,0.822,Y
F,36.374235260941056,E,-1.122,-0.831,N
M,26.04061975283428,F,1.513,-0.24,N
M,29.55115683303308,E,1.107,-0.392,Y
F,39.563939922703476,F,1.027,0.276,Y
M,27.942345138946727,E,1.475,-0.873,Y
F,45.19862265780609,E,0.2,0.074,Y
M,27.58721124766916,E,0.413,0.155,Y
F,46.92289074160186,F,-0.81,-0.021,Y
F,38.707970933449744,F,2.344,1.438,Y
M,28.76950547158363,F,0.662,1.222,N
F,48.25003154302251,F,1.091,0.26,N
M,33.70404202021584,E,-0.256,1.098,N
M,34.67931230202289,F,1.186,-0.079,Y
M,25.62459280096461,E,1.188,1.406,Y
M,29.207755975202673,E,0.581,-1.707,N
F,43.59358745696819,E,1.554,0.199,Y
F,45.60890188632042,F,-0.927,0.732,N
M,27.945077557696465,E,0.821,1.046,N
M,30.917655147998005,E,1.019,0.899,Y
M,35.1355980712934,F,1.374,0.579,Y
M,31.49995714835341,E,1.218,0.748,N
F,51.66089276434739,F,-0.346,1.018,N
M,31.67107197557556,E,2.255,-2.193,N
F,42.455063983632094,F,2.926,-0.12,N
M,30.665424333284903,E,0.56,-0.553,N
M,32.39269483756843,E,0.722,0.927,N
M,33.0726708824493,F,0.758,0.038,N
F,44.20231524120296,E,-1.193,1.301,N
F,41.17324632781354,F,1.505,0.206,N
F,42.01055249233657,F,-0.842,1.742,Y
M,27.22111008583292,F,1.565,-0.079,Y
F,44.77095734547053,F,-0.789,-0.005,Y
M,32.01835850484305,F,0.179,-0.016,Y
F,41.709868550828226,E,-0.014,-0.496,Y
F,43.6524165476138,E,0.992,0.1,Y
F,49.911727702841354,F,1.992,-0.875,Y
F,46.668127357308556,F,-1.244,1.366,N
F,43.86968559845533,E,-0.44,-0.314,N
M,27.54556200416175,F,0.624,0.149,N
M,24.517929072776933,F,0.979,-0.611,Y
M,33.38136233460302,F,0.583,1.149,Y
F,43.1223860274768,E,-0.764,-0.533,Y
M,31.34997733042325,E,-0.115,0.078,Y
M,28.88161863989439,F,1.749,-0.82,N
M,32.98734918122108,F,0.998,0.919,N
F,52.92457536944661,F,0.155,0.328,N
M,30.21828987569563,E,-0.376,-2.03,Y
M,30.930995486453934,F,1.208,1.119,Y
F,42.65528276065024,F,1.362,1.036,Y
M,26.81155979142726,F,1.29,-0.29,Y
F,48.58718878239254,E,-0.491,0.312,Y
M,30.857148211640347,F,1.284,0.743,Y
F,47.30054462883504,E,0.028,-0.135,N
M,29.16146683246673,E,0.962,0.276,Y
F,40.29855663055172,F,-1.279,0.283,Y
M,31.603465705384856,E,0.095,0.141,Y
M,25.947752511823076,F,1.35,-0.792,Y
M,29.036641701847106,F,0.67,1.659,N
F,46.61725895518009,E,-0.955,0.891,N
F,46.17260647488586,E,-0.962,-0.233,N
M,30.632183886161762,F,1.671,-0.731,Y
M,32.405780159938786,F,1.247,-0.638,Y
F,45.15097241356466,F,-0.903,0.789,N
M,31.335333926815835,F,0.382,-0.564,Y
F,45.90272243505771,E,0.386,1.588,N
F,42.03037338039286,E,-0.741,0.565,N
F,42.51958643185623,E,0.886,-0.799,Y
M,27.38770634426992,E,0.36,0.653,Y
F,49.51132724381231,F,0.324,-0.502,Y
F,47.59205856272322,F,-0.986,-1.461,N
F,41.23591731741042,F,-1.779,0.672,N
M,28.541838636854003,E,1.551,1.005,N
M,28.43390174002926,E,0.82,-2.28,Y
F,47.151666261242426,F,-0.935,-0.042,Y
M,27.78822973452839,E,0.992,0.552,N
M,26.346906502965975,F,0.961,-1.622,N
M,24.343382779211296,E,1.307,1.299,Y
M,34.159394876463956,F,1.795,0.18,N
M,32.074017729912335,F,2.864,-0.521,N
F,46.52319620454355,F,-0.219,0.55,N
F,44.95994254914552,F,-0.095,-0.982,Y
M,25.79880826662665,E,0.791,-0.763,Y
M,25.987567652097297,E,0.462,-0.425,Y
M,29.518108964514123,F,1.46,-1.608,Y
M,28.627681141372147,E,1.043,-0.575,N
F,44.45941376628141,F,0.441,-0.085,N
M,30.70554921836462,F,1.543,0.318,Y
F,49.68908495873964,F,0.093,-0.812,Y
F,40.49679091979597,F,-1.03,-1.261,N
F,40.44065463284566,F,0.348,-1.742,Y
F,46.40755327886739,E,0.76,-0.848,N
F,44.4973686227733,E,0.001,-0.774,N
M,33.95444928716233,E,0.183,0.088,Y
M,34.22984594072809,F,1.801,2.065,N
M,33.68175654560068,E,1.669,-0.677,Y
F,46.13661711393689,E,0.252,-0.256,Y
F,47.43923902656524,F,0.122,-0.146,N
F,42.84906732295736,E,-0.55,1.214,N
M,28.42503794011201,F,2.075,0.633,N
M,33.005636915777714,F,-0.506,0.625,Y
M,35.252191827052435,E,-0.571,-0.577,Y
F,46.31493188108883,F,-2.581,0.288,N
F,44.05994101256472,E,0.084,0.835,Y
M,33.910879374206075,E,1.302,0.435,N
F,41.641617243819304,E,0.822,-0.348,Y
M,24.22393932792991,E,1.799,0.08,Y
F,43.31413971402299,F,0.392,0.847,Y
M,23.310698366762765,E,0.992,-0.116,N
M,28.036425668093674,E,1.034,0.463,Y
M,31.478493976598863,F,0.575,-0.342,N
F,46.94286978648352,E,-1.231,-0.699,Y
M,24.588111422185623,E,1.42,0.612,N
M,30.914456246636014,F,1.712,-0.839,Y
F,42.87939692240355,F,0.325,-0.729,N
M,31.50341407514014,E,0.138,-1.065,N
M,31.011597759131572,E,0.161,0.496,N
M,32.478765761168866,E,0.355,0.136,Y
M,31.257517518032436,F,1.126,1.207,N
M,26.312268752663307,E,1.231,0.243,N
M,31.455792813646124,F,0.392,-0.282,Y
F,47.92470945179505,F,0.021,0.229,N
F,51.68694128834213,F,1.753,-2.024,Y
M,30.26116660590092,F,1.546,1.221,N
M,32.13442832891878,F,0.906,1.145,N
F,47.56817180802924,F,1.067,-1.308,Y
F,44.30763196271864,F,0.861,0.578,Y
F,44.481403325245346,E,0.945,-0.117,N
M,31.134357496546006,F,1.349,0.452,Y
M,27.522597887321233,F,0.278,1.124,N
M,31.91629200158685,E,1.565,-1.812,Y
M,31.72172189499891,E,0.474,0.666,N
M,25.533396187325618,E,0.863,-0.961,N
M,29.926256941423294,E,1.242,0.731,Y
F,45.27829228880143,E,0.563,-0.297,Y
F,45.403235428740174,F,-2.5,-0.355,Y
M,33.41841835623034,F,0.647,1.416,Y
M,32.0245264689309,E,1.448,-0.902,N
M,32.414307464915034,E,-0.458,0.02,Y
M,32.94870002568589,E,1.576,-1.13,Y
F,46.21622565117337,E,1.446,0.108,Y
M,24.546882309137267,E,1.675,0.429,Y
F,46.262688510628166,F,-0.798,-1.618,N
M,28.992757589987562,E,-0.487,0.685,N
F,45.53377919991612,E,0.042,2.803,N
F,44.777334004699725,F,0.511,-0.208,N
M,32.09038809468174,E,2.212,0.149,N
F,43.07392157132331,F,-0.309,0.225,N
M,28.56963846647615,F,0.572,-1.133,Y
F,48.42333022622403,F,-0.871,1.197,Y
M,33.19030038335064,E,1.861,-1.175,Y
M,28.20309154038748,E,0.831,0.674,Y
F,40.77185880416844,F,0.424,2.562,Y
M,33.18062251346026,E,-0.092,-0.689,Y
M,35.15217190214267,F,0.732,-1.533,Y
M,25.932648422347164,E,0.998,-0.873,Y
F,42.79845060832025,F,-0.612,-1.873,Y
M,30.732010288103574,E,1.198,-0.851,Y
M,32.29263776942097,E,0.96,1.258,N
M,32.161821848172764,E,2.465,0.621,Y
M,29.44435411577539,E,0.746,1.893,N
F,42.13372751860188,E,1.425,0.513,N
M,25.738074776608734,E,0.99,0.797,N
F,41.41192641481581,F,-0.972,-0.453,Y
M,31.020574689838863,E,0.841,0.697,Y
F,49.30297275121987,E,0.546,-0.907,Y
F,35.94476627242939,E,1.542,0.01,Y
F,45.724915317168694,E,-1.515,-0.608,N
M,31.284194302489343,F,0.767,-0.728,Y
M,25.80510674003662,F,0.981,0.583,Y
M,30.870095663851124,E,0.327,0.215,Y
M,32.25195165420148,F,0.729,-1.298,Y
M,27.811142683324103,F,1.994,-0.585,Y
M,31.94628970322752,F,0.491,-0.427,N
M,30.695873054101433,F,0.356,-1.076,N
F,43.180280058257146,E,-0.194,-0.726,N
M,31.05082753806312,E,1.972,0.943,N
F,51.77395731208742,F,0.422,-2.035,N
M,32.29288147575447,E,1.814,1.589,N
F,47.17270908841001,E,-0.333,1.172,N
F,46.74430072807125,E,0.015,-0.723,N
M,28.377115563696325,F,2.519,-0.629,N
F,44.47999931603337,F,-0.91,2.034,Y
F,51.18458401950861,F,1.298,0.28,Y
F,46.85073351896773,E,-0.461,0.062,Y
M,32.52075894852084,E,1.531,-1.065,Y
M,28.574942773544933,F,0.186,-0.127,Y
F,49.69570531554775,E,0.685,0.039,N
F,45.897064356637586,F,0.303,-0.271,Y
F,43.09238943628386,F,1.172,1.149,N
M,31.488032668620082,E,1.045,0.731,Y
M,26.723515131790116,E,2.384,1.454,Y
F,45.64016496521983,E,0.857,0.432,Y
M,36.55563745272045,F,1.401,0.156,Y
F,44.468018713300786,E,0.737,-0.668,Y
F,45.96283709771592,E,-0.36,-0.619,N
M,29.512601429247404,E,1.05,-0.458,Y
F,42.81469460066344,E,-0.205,0.862,N
M,34.446702829404764,E,1.529,-0.34,Y
M,31.45819383245267,E,-0.13,-0.016,Y
M,29.266053798780113,F,-0.181,-0.923,Y
F,43.43816782138252,F,-0.003,1.143,N
F,44.353936592974165,E,0.255,-0.466,Y
F,44.855518735345996,E,-0.483,0.476,Y
M,32.97170428541876,E,1.772,0.122,Y
M,33.067055289641644,E,0.791,-0.045,N
M,30.081472003635113,F,0.377,-0.735,N
M,29.29210739549514,E,0.714,0.41,Y
F,44.071866519775725,E,1.281,-0.484,Y
F,48.16342846803799,F,0.141,0.866,Y
M,32.826565900547926,E,0.816,-0.049,Y
M,33.53354839762937,F,1.576,-1.607,Y
M,25.449427620679195,E,1.147,0.61,Y
M,25.83895316938139,E,0.224,0.396,N
M,28.691124761336866,E,0.254,-0.533,N
M,31.360533639624396,F,0.592,-1.235,Y
F,37.812098902399576,F,1.789,-2.153,Y
M,28.068152535712734,E,1.333,-0.646,Y
F,46.94926291605812,F,-0.759,-0.769,Y
M,31.126432877716987,E,1.335,1.092,Y
F,48.03421056509949,E,0.306,-0.044,Y
M,28.133791338099375,E,1.993,0.987,N
F,50.886862850841574,F,-0.441,0.121,Y
M,31.0760965820547,F,2.115,-0.09,Y
M,29.942519783692255,F,1.161,0.248,N
F,47.577765950286064,E,-0.009,-0.023,Y
F,48.80324638481132,F,0.112,-0.932,N
F,42.059391014057425,E,-0.119,-0.434,N
M,31.927290689930437,E,0.466,-0.758,N
M,34.01833946484549,E,0.82,-1.476,Y
F,46.43789435048105,E,0.237,0.419,N
F,48.06217412279346,E,-1.368,1.099,N
F,41.60647067007695,E,-0.087,-0.523,N
F,47.46200958818654,E,-0.929,-0.303,Y
F,50.34881517185732,E,0.477,1.469,N
F,44.30471861670444,E,1.266,0.269,N
F,37.86987987584384,E,0.702,-0.555,Y
M,33.81333500153449,E,0.93,-0.074,Y
M,31.994645293343087,E,1.326,-0.902,N
M,24.04093962326025,E,1.392,-0.431,N
M,28.924758783667976,E,0.561,-0.461,N
F,40.51742113405365,F,-0.192,-0.865,Y
F,44.55453184680458,E,-0.923,-0.928,Y
M,29.27835557239397,F,1.202,-0.219,Y
F,47.19290498341631,F,1.973,-0.722,Y
F,48.4279827070945,E,1.519,-0.6,Y
F,44.58536571217367,E,-0.222,-0.713,Y
M,28.561828181276113,E,1.048,0.914,N
F,45.09760990965906,F,0.811,-0.172,Y
M,20.756456899180655,F,1.363,-0.757,N
M,30.608681520728542,E,0.94,-0.89,Y
F,44.92038742283083,E,-0.321,-0.208,Y
F,44.569422693787864,F,-0.244,0.368,Y
M,34.156248768222646,F,0.904,-0.638,Y
F,49.32654736611199,E,2.071,0.68,Y
M,37.912333331626336,F,1.245,0.153,Y
M,24.381738874632426,E,-0.789,1.624,Y
F,54.17575143924441,E,-0.763,-0.701,Y
M,31.352143899698305,F,1.155,-0.76,N
M,29.95129220002417,E,1.006,2.413,Y
M,26.50516682016262,F,0.48,-0.061,Y
M,30.65158864429687,E,-0.13,0.562,N
M,30.50072211469584,E,-0.499,-0.426,N
F,46.178651360218076,E,-0.177,1.377,Y
F,48.123327991265334,F,0.71,-0.103,N
M,30.198026382387003,F,1.581,-1.582,Y
M,26.451354358436273,F,0.992,0.273,N
F,55.871498659854936,F,1.205,-0.439,N
M,20.944058280233243,F,1.045,0.086,Y
M,32.92364383272977,E,0.782,0.593,N
M,29.28626644107865,E,1.649,0.954,N
F,43.283764081240655,F,0.094,-1.397,N
M,24.08432855070627,F,1.635,1.036,N
F,46.64510429878765,E,1.393,1.269,N
M,34.59280247149698,F,0.848,-0.055,Y
F,39.07596791399021,F,-1.046,0.3,Y
M,26.000537205051813,E,1.862,0.214,Y
M,28.273846602827703,F,1.32,-1.554,Y
F,42.99935299918674,F,1.29,-0.558,Y
M,36.25971420742812,F,1.251,-0.078,N
M,29.96945200416306,E,0.693,-0.718,Y
M,37.19702709687152,F,1.046,0.5,Y
M,31.10457670143923,E,1.132,-1.112,N
M,30.636365746247,F,1.41,-1.611,Y
F,45.66277963259048,F,-0.773,1.554,N
M,32.149253172047366,E,1.334,0.737,Y
F,45.15896588720447,F,1.772,-1.113,Y
M,29.862433450854994,E,-0.114,0.778,N
F,45.67135960562282,E,0.266,0.482,Y
M,28.515155969415773,E,0.714,-0.854,N
F,43.94062092926434,F,0.462,0.44,Y
F,45.692593153543115,F,0.662,-1.343,Y
M,26.611546159668297,E,1.137,-0.937,Y
M,31.00284886894,E,0.351,-1.238,Y
M,29.113618881983225,E,0.944,-1.297,N
M,28.084074989734965,F,0.438,-0.621,Y
F,40.08883842876445,F,0.486,-0.489,Y
F,48.00316538510782,F,-1.5,0.158,Y
M,30.865192879448113,F,1.609,-0.271,Y
F,43.63337949688808,F,-2.911,-0.146,N
M,24.838974402400314,E,1.252,0.611,Y
M,32.67801336961799,E,2.075,0.601,Y
M,32.16298178458339,E,1.38,-0.719,Y
F,45.930816557657195,F,-0.109,0.817,Y
M,34.800265155835035,E,2.515,1.62,Y
M,29.048347504983294,E,-0.598,-0.727,Y
F,48.66546403928932,E,-0.474,0.24,Y
M,28.545726311065287,E,1.285,0.281,N
M,35.066353517257994,E,0.036,-0.485,Y
M,29.05537302936971,F,2.496,0.993,Y
M,30.512417732287354,E,0.415,0.096,Y
M,30.00711803454542,F,1.337,-2.895,Y
M,26.803510627610496,E,0.727,-0.332,Y
M,27.103974353603046,E,1.342,1.372,Y
F,46.955408959538495,E,-1.051,0.582,N
F,44.81369729053,F,0.915,-2.001,Y
M,36.06795767007397,E,-0.017,-0.423,Y
F,44.70586296155061,E,-0.336,1.025,N
M,31.425974426492687,F,1.03,0.785,N
M,34.16173945040249,F,0.87,-0.435,Y
F,45.31917072213425,F,0.385,1.429,N
M,25.949619057988027,E,2.07,-0.486,N
F,44.031935291446345,F,-1.14,0.376,Y
M,30.823970593358666,E,-0.021,-0.484,Y
F,48.77387744162312,F,-0.426,-0.352,Y
F,49.35733384518148,F,0.835,0.747,N
F,42.255066609281805,E,-0.216,0.66,N
M,26.584575877105166,E,1.671,-0.388,Y
M,29.842376765591585,F,1.268,0.992,Y
M,31.47239064372892,E,0.528,-0.28,Y
F,48.38550892109983,E,1.024,2.418,Y
M,31.702211370286037,E,0.407,0.041,Y
F,41.540895941147944,E,-0.14,-1.806,Y
M,32.10341555075446,F,0.298,0.529,N
M,30.44202302046797,E,0.133,0.135,N
M,27.54193520478781,F,0.072,0.323,Y
F,47.20432641460803,F,-0.127,-0.305,N
F,41.232273064223904,E,0.008,-0.303,N
M,31.483010094543683,E,0.734,-0.001,Y
M,25.012554983617832,F,1.401,0.476,N
M,24.54251346825094,E,0.392,2.27,N
F,48.08630438495389,E,-0.118,-0.324,N
F,48.11748998392506,F,0.853,0.101,Y
F,47.99756055536641,F,-1.985,-1.454,Y
M,32.723559476039426,E,1.198,-2.036,Y
M,28.59394938103365,E,-0.245,2.159,Y
F,43.995956739724626,E,0.666,1.53,N
M,33.8164847121024,E,1.475,-0.778,Y
F,43.12494603008227,E,-0.766,0.234,N
F,45.56642592893765,E,1.098,1.312,Y
F,42.0593995401959,E,0.291,1.318,Y
M,28.500365190056797,E,0.175,-0.885,Y
F,43.62928716653657,E,-0.816,0.525,Y
M,34.405150412333505,E,0.793,0.239,N
F,49.84213220047218,F,1.401,-0.302,N
F,46.6172969421298,F,1.604,1.052,N
M,23.875654120819345,F,0.635,0.039,Y
F,44.961954161368354,F,-0.141,-0.164,Y
F,45.79920036386052,F,1.135,1.708,N
M,28.951949245808052,E,0.703,-0.66,N
F,46.642553524887404,E,-0.562,1.358,N
M,30.384445099837645,E,1.404,-0.743,Y
F,43.36192828711658,F,-0.072,-0.055,Y
M,25.00915207034391,E,2.227,-0.138,Y
F,43.91725361575968,F,-0.607,-0.935,Y
